station,quantity,date,obs_value,n_samples,obs_event,lead,model_prob,n_pixels,box_radius,station_name,mode
CPP,pn,2023-01-11,0.0,1,0,1,0.91138256,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-01-23,0.0,1,0,1,0.9427531,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-06,0.0,1,0,1,0.92308104,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-13,533.0767,1,0,1,0.9648758,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-20,0.0,1,0,1,0.97288716,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-27,0.0,1,0,1,0.91526526,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-03-06,0.0,1,0,1,0.934481,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-03-28,0.0,1,0,1,0.90668905,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-10,0.0,1,0,1,0.99627745,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-17,19190.7627,1,1,1,0.49446177,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-01,9595.381300000001,1,0,1,0.50017923,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-08,13326.918,1,1,1,0.90840876,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-15,139666.1016,1,1,1,0.9334997,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-25,19723.8393,1,1,1,0.49941087,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-05,1632280.875,1,1,1,0.74573934,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-12,176981.4688,1,1,1,0.20002633,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-19,22389.2227,1,1,1,0.49767432,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-03,2665.3835,1,0,1,0.85273194,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-09,0.0,1,0,1,0.49685672,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-20,0.0,1,0,1,0.9679029,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-24,102350.7302,1,1,1,0.90677696,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-07,10661.5342,1,1,1,0.25567004,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-14,10128.4581,1,1,1,0.6027709,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-21,0.0,1,0,1,0.97052824,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-28,11194.6113,1,1,1,0.98079765,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-04,24521.529599999998,1,1,1,0.9692894,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-12,6396.9209,1,0,1,0.9619239,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-18,6929.9976,1,0,1,0.53719527,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-25,0.0,1,0,1,0.9529613,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-02,9062.3047,1,0,1,0.9743555,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-09,57572.2852,1,1,1,0.93708897,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-16,206300.7003,1,1,1,0.97662354,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-23,26120.7598,1,1,1,0.9749849,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-30,5863.8438,1,0,1,0.9804165,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-11-06,0.0,1,0,1,0.97219473,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-11-13,21856.1465,1,1,1,0.9428425,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-04,1066.1534,1,0,1,0.97365737,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-12,4264.6138,1,0,1,0.97875625,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-19,18124.6085,1,1,1,0.8788773,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-24,2132.3069,1,0,1,0.990987,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-08,0.0,1,0,1,0.9600893,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-16,0.0,1,0,1,0.9832134,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-22,3731.5369,1,0,1,0.88333213,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-29,0.0,1,0,1,0.9599172,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-02-19,0.0,1,0,1,0.98340446,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-02-26,0.0,1,0,1,0.91388905,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-04,0.0,1,0,1,0.9620188,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-11,11194.6111,1,1,1,0.9401996,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-24,37848.4473,1,1,1,0.4202911,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-07,6929.9972,1,0,1,0.9201238,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-14,17591.5312,1,1,1,0.78813493,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-22,19723.838900000002,1,1,1,0.9829284,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-29,0.0,1,0,1,0.9968977,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-06,235619.9218,1,1,1,0.7359799,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-13,145529.95119999998,1,1,1,0.9801052,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-20,15459.2251,1,1,1,0.8835462,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-27,4264.6138,1,0,1,0.8357407,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-03,117809.95850000001,1,1,1,0.9903116,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-10,13859.9948,1,1,1,0.88055307,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-17,31984.6035,1,1,1,0.8516666,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-24,249479.9121,1,1,1,0.9727728,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-07-07,9062.3047,1,0,1,0.8752756,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-07-22,29852.2969,1,1,1,0.92643005,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-09-08,0.0,1,0,1,0.9878345,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-03,5330.7671,1,0,1,0.9643427,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-10,0.0,1,0,1,0.9806445,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-17,0.0,1,0,1,0.9819672,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-24,0.0,1,0,1,0.97158134,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-01,5330.7671,1,0,1,0.5767297,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-08,3731.5370000000003,2,0,1,0.96529585,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-22,1066.1534,1,0,1,0.98551756,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-29,0.0,1,0,1,0.9786811,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-05,0.0,1,0,1,0.78536195,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-12,7996.1506,1,0,1,0.94352365,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-19,35716.1396,1,1,1,0.8435814,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-26,6396.9206,1,0,1,0.7728082,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-02-02,5863.8438,1,0,1,0.85571086,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-02-16,5330.7671,1,0,1,0.96072793,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-02-23,3198.4604,1,0,1,0.9683691,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-02,9595.3811,1,0,1,0.0947355,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-09,25054.6064,1,1,1,0.69369483,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-16,46910.75,1,1,1,0.8936206,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-23,83159.9688,1,1,1,0.972983,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-30,60770.7461,1,1,1,0.9552241,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-06,118343.0307,1,1,1,0.71594894,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-13,64502.2852,1,1,1,0.7577251,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-20,27719.9905,1,1,1,0.942458,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-27,79428.4319,1,1,1,0.98065245,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-04,1066.1534,1,0,1,0.9857538,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-12,36249.2178,1,1,1,0.9957716,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-18,42113.0605,1,1,1,0.9866622,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-26,66101.5137,1,1,1,0.97124326,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-01,7996.1511,1,0,1,0.9610009,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-08,0.0,1,0,1,0.9721934,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-16,53840.75,1,1,1,0.60146797,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-23,255343.7519,1,1,1,0.92279005,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-30,0.0,1,0,1,0.93569195,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-07,0.0,1,0,1,0.6753381,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-14,1066.1534,1,0,1,0.9850104,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-21,9062.3047,1,0,1,0.97667277,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-28,72498.43410000001,1,1,1,0.97984576,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-08-04,862518.1138,1,1,1,0.7300254,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-08-18,964335.7695,1,1,1,0.96928525,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-08-26,1066.1534,1,0,1,0.97073215,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-09-01,71965.3594,1,1,1,0.98766816,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-09-15,13859.9952,1,1,1,0.96949714,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-09-21,4264.6138,1,0,1,0.9543694,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-09-28,0.0,1,0,1,0.9816674,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-10-05,3198.4604,1,0,1,0.936876,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-10-12,5330.7671,1,0,1,0.9822496,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-10-26,3731.5371,1,0,1,0.99207634,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-11-09,4264.6138,1,0,1,0.9857451,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-11-16,3198.4604,1,0,1,0.85613537,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-11-23,1066.1534,1,0,1,0.9788519,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-11-30,20256.916,1,1,1,0.8429407,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-12-08,3198.4604,1,0,1,0.8995372,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-12-15,7996.151,1,0,1,0.47801003,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-12-22,34649.986300000004,1,1,1,0.9815608,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-12-28,0.0,1,0,1,0.9537176,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-01-04,0.0,1,0,1,0.80331206,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-01-11,0.0,1,0,1,0.96636146,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-01-19,40513.8303,1,1,1,0.8932885,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-01-25,5863.8438,1,0,1,0.9575902,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-02-01,533.0767,1,0,1,0.48425674,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-02-08,0.0,1,0,1,0.95380926,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-02-16,0.0,1,0,1,0.60886425,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-02-22,0.0,1,0,1,0.9388836,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-03-01,12260.7647,1,1,1,0.8907281,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-03-08,21323.0684,1,1,1,0.93295157,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-03-15,18657.6846,1,1,1,0.9892153,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-03-23,2132.3069,1,0,1,0.99931026,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-04-05,0.0,1,0,1,0.9833591,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-04-12,15459.225600000002,1,1,1,0.9807755,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-04-19,183911.4766,1,1,1,0.97060764,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-04-26,98086.1133,1,1,1,0.96665794,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-05-03,2286366.0625,1,1,1,0.99726385,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-05-10,3246970.375,1,1,1,0.39999428,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-05-17,53307.6719,1,1,1,0.99078006,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-05-24,16525.3789,1,1,1,0.9679568,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-05-31,36782.293,1,1,1,0.71394354,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-06-07,1056558.0996,1,1,1,0.9908661,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-06-14,373153.71310000005,1,1,1,0.8110056,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-06-21,3198.4604,1,0,1,0.9801309,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-06-28,21323.0689,1,1,1,0.9835026,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2026-07-06,2132.3069,1,0,1,0.9109957,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-11-08,2132.3069,1,0,2,0.94943416,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-11-15,3731.5371,1,0,2,0.98664844,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-11-29,0.0,1,0,2,0.9207268,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-12-06,0.0,1,0,2,0.8583279,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-12-13,1599.2302,1,0,2,0.975353,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-12-20,2132.3069,1,0,2,0.975165,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2022-12-26,47976.905999999995,1,1,2,0.9650829,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-01-03,0.0,1,0,2,0.95741093,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-01-11,0.0,1,0,2,0.90151525,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-01-23,0.0,1,0,2,0.96088123,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-01-30,533.0767,1,0,2,0.96686876,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-06,0.0,1,0,2,0.90647864,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-20,0.0,1,0,2,0.93040466,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-02-27,0.0,1,0,2,0.8020786,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-03-06,0.0,1,0,2,0.946547,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-03,2132.3069,1,0,2,0.95478445,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-10,0.0,1,0,2,0.9725802,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-17,19190.7627,1,1,2,0.99103105,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-04-24,9062.3042,1,0,2,0.95878196,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-01,9595.381300000001,1,0,2,0.90534055,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-08,13326.918,1,1,2,0.6852988,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-15,139666.1016,1,1,2,0.9262435,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-25,19723.8393,1,1,2,0.9647192,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-05-30,684470.5,1,1,2,0.8450459,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-05,1632280.875,1,1,2,0.0021474732,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-12,176981.4688,1,1,2,0.11661775,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-06-19,22389.2227,1,1,2,0.97755635,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-03,2665.3835,1,0,2,0.83165133,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-09,0.0,1,0,2,0.67073727,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-20,0.0,1,0,2,0.9821436,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-07-24,102350.7302,1,1,2,0.9961912,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-01,2654722.0,1,1,2,0.93265426,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-07,10661.5342,1,1,2,0.019169295,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-14,10128.4581,1,1,2,0.98549306,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-21,0.0,1,0,2,0.9889084,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-08-28,11194.6113,1,1,2,0.9995488,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-04,24521.529599999998,1,1,2,0.9230994,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-12,6396.9209,1,0,2,0.89881694,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-18,6929.9976,1,0,2,0.6652137,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-09-25,0.0,1,0,2,0.78785455,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-09,57572.2852,1,1,2,0.9698943,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-16,206300.7003,1,1,2,0.9798754,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-23,26120.7598,1,1,2,0.9808786,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-10-30,5863.8438,1,0,2,0.96283615,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-11-06,0.0,1,0,2,0.9477681,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-11-13,21856.1465,1,1,2,0.95708275,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-04,1066.1534,1,0,2,0.981406,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-12,4264.6138,1,0,2,0.96625376,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-19,18124.6085,1,1,2,0.9314876,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2023-12-24,2132.3069,1,0,2,0.9752587,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-01,0.0,1,0,2,0.9719605,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-08,0.0,1,0,2,0.97408545,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-16,0.0,1,0,2,0.9890657,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-22,3731.5369,1,0,2,0.93276805,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-01-29,0.0,1,0,2,0.9462781,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-02-05,0.0,1,0,2,0.9452691,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-02-19,0.0,1,0,2,0.9429422,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-02-26,0.0,1,0,2,0.9484557,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-04,0.0,1,0,2,0.8414532,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-11,11194.6111,1,1,2,0.9269112,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-17,31984.6025,1,1,2,0.92280877,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-03-24,37848.4473,1,1,2,0.99141216,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-01,7463.0740000000005,1,0,2,0.9474721,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-07,6929.9972,1,0,2,0.97095305,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-22,19723.838900000002,1,1,2,0.9083829,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-04-29,0.0,1,0,2,0.8198645,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-06,235619.9218,1,1,2,0.57193017,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-13,145529.95119999998,1,1,2,0.7706216,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-20,15459.2251,1,1,2,0.964968,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-05-27,4264.6138,1,0,2,0.9909884,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-03,117809.95850000001,1,1,2,0.9572453,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-10,13859.9948,1,1,2,0.041917592,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-17,31984.6035,1,1,2,0.6772265,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-06-24,249479.9121,1,1,2,0.9201074,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-07-01,10661.5342,1,1,2,0.85520303,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-07-07,9062.3047,1,0,2,0.9243362,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-07-22,29852.2969,1,1,2,0.95942616,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-08-25,21323.0684,1,1,2,0.9984139,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-09-01,30918.4492,1,1,2,0.5710927,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-09-08,0.0,1,0,2,0.9948782,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-03,5330.7671,1,0,2,0.9807998,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-10,0.0,1,0,2,0.9767424,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-17,0.0,1,0,2,0.9813838,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-11-24,0.0,1,0,2,0.9534495,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-01,5330.7671,1,0,2,0.99581647,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-08,3731.5370000000003,2,0,2,0.97089195,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-22,1066.1534,1,0,2,0.791062,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2024-12-29,0.0,1,0,2,0.9832752,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-05,0.0,1,0,2,0.93220556,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-12,7996.1506,1,0,2,0.98490095,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-19,35716.1396,1,1,2,0.85809666,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-01-26,6396.9206,1,0,2,0.09814737,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-02-02,5863.8438,1,0,2,0.19865781,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-02-23,3198.4604,1,0,2,0.89841175,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-02,9595.3811,1,0,2,0.9698374,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-09,25054.6064,1,1,2,0.88585436,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-16,46910.75,1,1,2,0.51469994,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-23,83159.9688,1,1,2,2.1536399e-10,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-03-30,60770.7461,1,1,2,0.9533881,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-06,118343.0307,1,1,2,0.9179147,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-13,64502.2852,1,1,2,0.9987587,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-20,27719.9905,1,1,2,0.98727304,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-04-27,79428.4319,1,1,2,0.92358637,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-04,1066.1534,1,0,2,0.5,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-12,36249.2178,1,1,2,0.947588,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-18,42113.0605,1,1,2,0.8320961,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-05-26,66101.5137,1,1,2,0.77827144,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-16,53840.75,1,1,2,0.1452083,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-23,255343.7519,1,1,2,0.863043,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-06-30,0.0,1,0,2,0.5545895,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-07,0.0,1,0,2,0.8361011,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-14,1066.1534,1,0,2,0.8651308,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-21,9062.3047,1,0,2,0.94961864,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-07-28,72498.43410000001,1,1,2,0.958323,2,1.0,Cal Poly Pier,strict3x3
CPP,pn,2025-08-04,862518.1138,1,1,2,0.8618398,2,1.0,Cal Poly Pier,strict3x3
